
id,Pokémon,Type,Talent,Tier,PV,Atq,Def,Ats,Defs,Vit
932,Selutin,Roche,"Sel Purificateur
Fermeté
Corps Sain",LC,55,55,75,35,35,25
933,Amassel,Roche,"Sel Purificateur
Fermeté
Corps Sain",NFE,60,60,100,35,65,35
934,Gigansel,Roche,"Sel Purificateur
Fermeté
Corps Sain",OU,100,100,130,45,90,35
935,Charbambin,Feu,"Torche
Corps Ardent",LC,40,50,40,50,40,35
936,Carmadura,"Feu
Psy","Torche
Armurouillée",RU,85,60,100,125,80,75
937,Malvalame,"Feu
Spectre","Torche
Armurouillée",OU,75,125,80,60,100,85
938,Têtampoule,Électrik,"Tempo Perso
Statik
Moiteur",LC,61,31,41,59,35,45
939,Ampibidou,Électrik,"Grecharge
Statik
Moiteur",NU,109,64,91,103,83,45
940,Zapétrel,"Électrik
Vol","Turbine Éolienne
Absorb Volt
Battant",LC,40,40,35,55,40,70
941,Fulgulairo,"Électrik
Vol","Turbine Éolienne
Absorb Volt
Battant",NU,70,70,60,105,60,125
942,Grondogue,Ténèbres,"Intimidation
Fuite
Filature",LC,60,78,60,40,51,51
943,Dogrino,Ténèbres,"Intimidation
Chien de Garde
Filature",ZU,80,120,90,60,70,85
944,Gribouraigne,"Poison
Normal","Délestage
Pickpocket
Farceur",LC,40,65,35,40,35,75
945,Tag-Tag,"Poison
Normal","Délestage
Toxitouche
Farceur",PU,63,95,65,80,72,110
946,Virovent,"Plante
Spectre","Aéroporté
Infiltration",LC,40,65,30,45,35,60
947,Virevorreur,"Plante
Spectre","Aéroporté
Infiltration",NU,55,115,70,80,70,90
948,Terracool,"Sol
Plante",Force Fongique,LC,40,40,35,50,100,70
949,Terracruel,"Sol
Plante",Force Fongique,ZU,80,70,65,80,120,100
950,Craparoi,Roche,"Courroupace
Coque Armure
Régé-Force",ZU,70,100,115,35,55,75
951,Pimito,Plante,"Chlorophylle
Insomnia
Maladresse",LC,50,62,40,62,40,50
952,Scovilain,"Plante
Feu","Chlorophylle
Insomnia
Lunatique",ZU,65,108,65,108,65,75
953,Léboulérou,Insecte,"Oeil Composé
Mue",LC,41,50,60,31,58,30
954,Bérasca,"Insecte
Psy","Synchro
Télépathe",ZU,75,50,85,115,100,45
955,Flotillon,Psy,"Anticipation
Fouille
Turbo",NFE,30,35,30,55,30,75
956,Cléopsytra,Psy,"Opportuniste
Fouille
Turbo",Uber,95,60,60,101,60,105
957,Forgerette,"Fée
Acier","Brise Moule
Tempo Perso
Pickpocket",LC,50,45,45,35,64,58
958,Forgella,"Fée
Acier","Brise Moule
Tempo Perso
Pickpocket",NFE,65,55,55,45,82,78
959,Forgelina,"Fée
Acier","Brise Moule
Tempo Perso
Pickpocket",UU,85,75,77,70,105,94
960,Taupikeau,Eau,"Poisseux
Phobique
Voile Sable",LC,10,55,25,35,25,95
961,Triopikeau,Eau,"Poisseux
Phobique
Voile Sable",ZU,35,100,50,50,70,120
962,Lestombaile,"Vol
Ténèbres","Coeur de Coq
Regard Vif
Porte-Roche",PU,70,103,85,60,85,82
963,Dofin,Eau,Ignifu-Voile,LC,70,45,40,45,40,75
964,Superdofin,Eau,Supermutation,Uber,100,70,72,53,62,100
964,Superdofin Héros,Eau,Supermutation,Uber,100,160,97,106,87,100
965,Vrombi,"Acier
Poison","Envelocape
Début Calme",LC,45,70,63,30,45,47
966,Vrombotor,"Acier
Poison","Envelocape
Filtre",UU,80,119,90,54,67,90
967,Motorizard,"Dragon
Normal","Mue
Régé-Force",RU,70,95,65,85,65,121
968,Ferdeter,Acier,"Absorbe-Terre
Voile Sable",ZU,70,85,145,60,55,65
969,Germéclat,"Roche
Poison","Dépôt Toxique
Corrosion",LC,48,35,42,105,60,60
970,Floréclat,"Roche
Poison","Dépôt Toxique
Corrosion",OU,83,55,90,130,81,86
971,Toutombe,Spectre,"Ramassage
Boule de Poils",LC,50,61,60,30,55,34
972,Tomberro,Spectre,"Baigne Sable
Boule de Poils",PU,72,101,100,50,97,68
973,Flamenroule,"Vol
Combat","Querelleur
Pieds Confus
Collab",NU,82,115,74,75,64,90
974,Piétacé,Glace,"Isograisse
Rideau Neige
Sans Limite",LC,108,68,45,30,40,43
975,Balbalèze,Glace,"Isograisse
Chasse-Neige
Sans Limite",NUBL,170,113,65,45,55,73
976,Délestin,"Eau
Psy","Brise Moule
Incisif",ZU,90,102,73,78,65,70
977,Oyacata,Eau,"Inconscient
Benêt
Ignifu-Voile",OU,150,100,115,65,65,35
978,Nigirigon,"Dragon
Eau","Commandant
Lavabo",PU,68,50,60,120,95,82
979,Courrousinge,"Combat
Spectre","Esprit Vital
Attention
Acharné",Uber,110,115,80,50,90,90
980,Terraiste,"Poison
Sol","Point Poison
Absorb Eau
Inconscient",UU,130,75,60,45,100,20
981,Farigiraf,"Normal
Psy","Ruminant
Armure Caudale
Herbivore",ZU,120,90,70,110,70,60
982,Deusolourdo,Normal,"Sérénité
Fuite
Phobique",PU,125,100,80,85,75,55
983,Scalpereur,"Ténèbres
Acier","Acharné
Général Suprême
Pression",OU,100,135,120,60,85,50
984,Fort-Ivoire,"Sol
Combat",Paléosynthèse,OU,115,131,131,53,53,87
985,Hurle-Queue,"Fée
Psy",Paléosynthèse,NU,115,65,99,65,115,111
986,Fongus-Furie,"Plante
Ténèbres",Paléosynthèse,PU,111,127,99,79,99,55
987,Flotte-Mèche,"Spectre
Fée",Paléosynthèse,Uber,55,55,55,135,135,135
988,Rampe-Ailes,"Insecte
Combat",Paléosynthèse,UU,85,135,79,85,105,81
989,Pelage-Sablé,"Électrik
Sol",Paléosynthèse,UU,85,81,97,121,85,101
990,Roue-de-Fer,"Sol
Acier",Charge Quantique,OU,90,112,120,72,70,106
991,Hotte-de-Fer,"Glace
Eau",Charge Quantique,Uber,56,80,114,124,60,136
992,Paume-de-Fer,"Combat
Électrik",Charge Quantique,UUBL,154,140,108,50,68,50
993,Têtes-de-Fer,"Ténèbres
Vol",Charge Quantique,UU,94,80,86,122,80,108
994,Mite-de-Fer,"Feu
Poison",Charge Quantique,OU,80,70,60,140,110,110
995,Épine-de-Fer,"Roche
Électrik",Charge Quantique,NUBL,100,134,110,70,84,72
996,Frigodo,"Dragon
Glace","Thermodynamique
Corps Gel",LC,65,75,45,35,45,55
997,Cryodo,"Dragon
Glace","Thermodynamique
Corps Gel",NFE,90,95,66,45,65,62
998,Glaivodo,"Dragon
Glace","Thermodynamique
Corps Gel",Uber,115,145,92,75,86,87
999,Mordudor,Spectre,Phobique,LC,45,30,70,75,70,10
999,Mordudor Forme Marche,Spectre,Fuite,LC,45,30,25,75,45,80
100,Gromago,"Acier
Spectre",Corps en Or,OU,87,60,95,133,91,84
1001,Chongjian,"Ténèbres
Plante",Bois du Fléau,PU,85,85,100,95,135,70
1002,Baojian,"Ténèbres
Glace",Épée du Fléau,Uber,80,120,80,90,65,135
1003,Dinglu,"Ténèbres
Sol",Urne du Fléau,OU,155,110,125,55,80,45
1004,Yuyu,"Ténèbres
Feu",Perles du Fléau,Uber,55,80,80,135,120,100
1005,Rugit-Lune,"Dragon
Ténèbres",Paléosynthèse,Uber,105,139,71,55,101,119
1006,Garde-de-Fer,"Fée
Combat",Charge Quantique,OU,74,130,90,120,60,116
1007,Koraidon,"Combat
Dragon",Pouls Orichalque,Uber,100,135,115,85,100,135
1008,Miraidon,"Électrik
Dragon",Moteur à Hadrons,AG,100,85,100,135,115,135
1009,Serpente-Eau,"Eau
Dragon",Paléosynthèse,OU,99,83,91,125,83,109
101,Vert-de-Fer,"Plante
Psy",Charge Quantique,RUBL,90,130,88,70,108,104
1011,Pomdramour,"Plante
Dragon","Nectar Mielleux
Gloutonnerie
Glue",ZU,80,80,110,95,80,40
1012,Poltchageist,"Plante
Spectre","Aux Petits Soins
Ignifugé",LC,40,45,45,74,54,50
1013,Théffroyable,"Plante
Spectre","Aux Petits Soins
Ignifugé",UU,71,60,106,121,80,70
1014,Félicanis,"Poison
Combat","Chaîne Toxique
Chien de Garde",UUBL,88,128,115,58,86,80
1015,Fortusimia,"Poison
Psy","Chaîne Toxique
Fouille",NU,88,75,66,130,90,106
1016,Favianos,"Poison
Fée","Chaîne Toxique
Technicien",UU,88,91,82,70,125,99
1017,Ogerpon,Plante,Acharné,RUBL,80,120,84,60,96,110
1017,Ogerpon Turquoise Téracristallisé,Plante,Force Mémorielle (Turquoise),RUBL,80,120,84,60,96,110
1017,Ogerpon de la Pierre,"Plante
Roche",Fermeté,UU,80,120,84,60,96,110
1017,Ogerpon du Puits,"Plante
Eau",Absorb Eau,OU,80,120,84,60,96,110
1017,Ogerpon du Fourneau,"Plante
Feu",Brise Moule,Uber,80,120,84,60,96,110
1017,Ogerpon de la Pierre Téracristallisé,"Plante
Roche",Force Mémorielle (de la Pierre),UU,80,120,84,60,96,110
1017,Ogerpon du Puits Téracristallisé,"Plante
Eau",Force Mémorielle (du Puits),OU,80,120,84,60,96,110
1017,Ogerpon du Fourneau Téracristallisé,"Plante
Feu",Force Mémorielle (du Fourneau),Uber,80,120,84,60,96,110
1018,Pondralugon,"Acier
Dragon","Endurance
Fermeté
Nerfs d’Acier",Uber,90,105,130,125,65,85
1019,Pomdorochi,"Plante
Dragon","Nectar Mielleux
Régé-Force
Glue",UU,106,80,110,120,80,44
102,Feu-Perçant,"Feu
Dragon",Paléosynthèse,Uber,105,115,121,65,93,91
1021,Ire-Foudre,"Électrik
Dragon",Paléosynthèse,OU,125,73,91,137,89,75
1022,Roc-de-Fer,"Roche
Psy",Charge Quantique,UUBL,90,120,80,68,108,124
1023,Chef-de-Fer,"Acier
Psy",Charge Quantique,OU,90,72,100,122,108,98
1024,Terapagos,Normal,Téramorphose,Uber,90,65,85,65,85,60
1024,Terapagos Téracristal,Normal,Téra-Carapace,Uber,95,95,110,105,110,85
1024,Terapagos Stellaire,Normal,Téraformatation 0,Uber,160,105,110,130,110,85
1025,Pêchaminus,"Poison
Spectre",Emprise Toxique,OU,88,88,160,88,88,88
